main thread [9240]
deadline thread started [9254]
st_p,1,610687048,0
p,2,272194403,37612
p,2,272313366,29334
p,2,273981940,35426
p,2,274940290,38074
p,2,275530772,31204
p,2,276074533,31778
p,2,276471571,32000
p,2,277336830,30056
p,2,278060810,31871
p,2,278580238,32223
p,2,279145089,30500
p,2,279710310,30482
p,2,280422052,30907
p,2,280995217,30019
p,2,281702106,31537
p,2,282299215,32963
p,2,282860251,38556
p,2,283481898,32297
p,2,284298935,36315
p,2,284900750,33333
p,2,285598694,30796
p,2,286154639,30278
p,2,286674250,29907
p,2,287233862,30167
p,2,287922343,29907
p,2,288482955,32203
p,2,289143381,29963
p,2,289684585,64055
p,2,290212677,28833
p,2,290763975,28926
p,2,291469605,31055
p,2,291989031,28926
p,2,292701679,31611
p,2,293210920,28741
p,2,293776031,28908
p,2,294296085,83056
p,2,294976992,29981
p,2,295535879,33037
p,2,296180251,33000
p,2,296733937,29092
p,2,297246492,33333
p,2,297805546,28722
p,2,298451544,29889
p,2,298944546,29389
p,2,299629991,36333
p,2,300193713,28963
p,2,300702471,28852
p,2,301255636,28963
p,2,301931471,34685
p,2,302518246,28926
p,2,303157968,30000
p,2,303714617,28797
p,2,304233801,32425
p,2,304796764,29019
p,2,305472134,29963
p,2,306058560,29185
p,2,306704374,30333
p,2,307258778,29408
p,2,307777741,28852
p,2,308335448,29593
p,2,309009653,30111
p,2,309574578,28982
p,2,310189540,33463
p,2,310750502,29185
p,2,311304484,29000
p,2,311882131,29481
p,2,312571261,30611
p,2,313137966,29111
p,2,313781225,29815
p,2,314335020,29537
p,2,314861300,28852
p,2,315416263,28963
p,2,316059432,29981
p,2,316675949,28889
p,2,317329169,29963
p,2,317882411,29018
p,2,318390932,28796
p,2,318940096,28982
p,2,319588578,30352
p,2,320104782,33388
p,2,320797964,30111
p,2,321340873,29074
p,2,321867947,28703
p,2,322427669,28500
p,2,323068873,29852
p,2,323673169,28945
p,2,324285002,29722
p,2,324842037,32037
p,2,325372684,29222
p,2,325967739,28908
p,2,326632389,30037
p,2,327212187,28944
p,2,327827761,30204
p,2,328384244,28797
p,2,328890208,28870
p,2,329446132,28648
p,2,330082336,30186
p,2,330786355,29907
p,2,331288280,29018
p,2,331842519,29389
p,2,332395203,28759
p,2,332951610,28833
p,2,333657387,29722
p,2,334267479,30185
p,2,334820944,28852
p,2,335335351,28963
p,2,335926056,29056
p,2,336448927,28852
p,2,337134000,29740
p,2,337794758,29963
p,2,338342516,28870
p,2,338854257,30852
p,2,339421570,31278
p,2,339980774,32092
p,2,340758847,32704
p,2,341556291,34612
p,2,342111905,37259
p,2,342688256,34278
p,2,343228534,31851
p,2,343947384,32612
p,2,344636885,34407
p,2,345257959,31759
p,2,346108403,40148
p,2,346675420,37926
p,2,347317623,31796
p,2,348166845,32370
p,2,348758864,31259
p,2,349520217,32037
p,2,350076163,32612
p,2,350674403,36500
p,2,351208368,35778
p,2,351973758,31963
p,2,352559722,30666
p,2,353282352,33648
p,2,353880425,31759
p,2,354332778,31907
p,2,354919223,31945
p,2,355679241,31481
p,2,356210666,29463
p,2,356946868,41685
p,2,357498016,30814
p,2,358094645,31352
p,2,358644923,30796
p,2,359436811,30593
p,2,359969090,33963
p,2,360764811,30963
p,2,361293904,31445
p,2,361870272,30167
p,2,362436865,30204
p,2,363302402,36593
p,2,363957013,33648
p,2,364861161,37463
p,2,365486642,36611
p,2,366043309,80870
p,2,366598845,30592
p,2,367377512,31870
p,2,367958195,31537
p,2,368728678,32223
p,2,369255476,32037
p,2,369831865,30962
p,2,370371978,31148
p,2,371179645,31574
p,2,371744996,32204
p,2,372495995,33111
p,2,373014311,30463
p,2,373586256,31241
p,2,374101406,30667
p,2,374856407,32222
p,2,375378703,30574
p,2,376131743,32685
p,2,376650927,32852
p,2,377214983,31278
p,2,377782278,31000
p,2,378501000,35278
p,2,379030277,30981
p,2,379761519,31537
p,2,380283500,34389
p,2,380850425,30185
p,2,381418333,30815
p,2,382112705,32185
p,2,382703630,31000
p,2,383413799,32037
p,2,383980056,30648
p,2,384497092,33852
p,2,385121075,39092
p,2,385961202,35556
p,2,386556017,36667
p,2,387375999,32889
p,2,387899833,30833
p,2,388453759,30056
p,2,388983370,30537
p,2,389719219,30760
p,2,390229905,31982
p,2,390969201,30204
p,2,391488535,32389
p,2,392042258,29185
p,2,392565907,29370
p,2,393262869,30759
p,2,393839979,29556
p,2,394496035,29944
p,2,395006386,29111
p,2,395554517,29092
p,2,396281740,31888
p,2,397033443,30463
p,2,397594869,32889
p,2,398228907,29833
p,2,398778648,29278
p,2,399287241,29037
p,2,399856796,33000
p,2,400614962,36000
p,2,401158519,30315
p,2,401893760,30796
p,2,402410947,29148
p,2,402971927,29204
p,2,403500668,29203
p,2,404212889,30685
p,2,404850111,30166
p,2,405418055,32685
p,2,405966277,35463
p,2,406512778,30519
p,2,407076370,29315
p,2,407837111,109851
p,2,408646258,31092
p,2,409161109,30778
p,2,409725055,31240
p,2,410237850,28945
p,2,410839442,29240
p,2,411511089,30667
p,2,412288720,30740
p,2,412835034,32278
p,2,413404499,33056
p,2,413929166,29092
p,2,414494982,29093
p,2,415174833,34945
p,2,415863039,30037
p,2,416371817,29074
p,2,416925670,29037
p,2,417459927,28741
p,2,418149149,33926
p,2,418719946,31389
p,2,419237171,29944
p,2,419895634,30333
p,2,420419116,36074
p,2,420983729,29352
p,2,421626709,35593
p,2,422201745,29926
p,2,422839095,33963
p,2,423398412,29148
p,2,423919819,29000
p,2,424480226,29074
p,2,425136967,29981
p,2,425701836,34222
p,2,426332615,35629
p,2,426901487,28907
p,2,427399654,30815
p,2,427959118,52741
p,2,428648950,30185
p,2,429215246,29074
p,2,429841580,30055
p,2,430400672,38814
p,2,430933004,29055
p,2,431486744,32296
p,2,432203038,31426
p,2,432786314,32592
p,2,433451812,30666
p,2,434009074,31000
p,2,434535073,30500
p,2,435095108,29352
p,2,435839108,32723
p,2,436453775,31148
p,2,437117144,30482
p,2,437624569,30204
p,2,438197198,32759
p,2,438763309,30222
p,2,439440012,32315
p,2,440009623,29111
p,2,440641141,30759
p,2,441196602,30575
p,2,441789324,30612
p,2,442308789,29111
p,2,443050084,29963
p,2,443588436,31908
p,2,444356810,32778
p,2,444882382,31444
p,2,445491696,32019
p,2,446023714,31203
p,2,446792102,40518
p,2,447354157,31555
p,2,448125676,35518
p,2,448697251,31019
p,2,449145861,60686
p,2,449893640,31778
p,2,450651694,34166
p,2,451185044,77667
p,2,452055489,33334
p,2,452607861,31981
p,2,453176509,30334
p,2,453738324,36704
p,2,454571897,33056
p,2,455146804,31297
p,2,455909490,39167
p,2,456477674,31148
p,2,457061841,37241
p,2,457645935,31648
p,2,458442453,43667
p,2,459013286,29482
p,2,459695175,35797
p,2,460234010,32185
p,2,460610436,32074
p,2,460687306,33889
p,2,461867473,34852
p,2,462503289,37704
p,2,463219271,33871
p,2,463830587,32093
p,2,464322513,36481
p,2,464980753,35074
p,2,465823680,36186
p,2,466499290,36371
p,2,467389772,39741
p,2,468031294,31426
p,2,468571757,31500
p,2,469188145,30093
p,2,469912498,34000
p,2,470563404,30389
p,2,471267478,33407
p,2,471840495,30241
p,2,472362903,31500
p,2,472939849,30500
p,2,473651719,33981
p,2,474243257,31000
p,2,474963073,33462
p,2,475534944,30778
p,2,476058296,31203
p,2,476638222,30389
p,2,477337906,33889
p,2,478122497,31537
p,2,478640052,30889
p,2,479205793,31537
p,2,479716643,30944
p,2,480294014,31167
p,2,481007495,33166
p,2,481755716,31685
p,2,482281437,32074
p,2,482845751,31019
p,2,483411158,31092
p,2,483989287,30908
p,2,484717137,33463
p,2,485504434,31870
p,2,486029729,30963
p,2,486587579,31018
p,2,487106412,32037
p,2,487803339,32296
p,2,488537210,33703
p,2,489298747,39611
p,2,489926210,38259
p,2,490445711,69740
p,2,491022764,29945
p,2,491798708,41222
p,2,492361654,29555
p,2,492920283,31425
p,2,493663931,31463
p,2,494190155,29463
p,2,494745914,30315
p,2,495426583,32333
p,2,496016454,30278
p,2,496676454,30315
p,2,497201695,29666
p,2,497765842,29833
p,2,498299917,29500
p,2,499043510,29981
p,2,499564102,29500
p,2,500277826,30314
p,2,500798713,29148
p,2,501371584,30907
p,2,501901547,29260
p,2,502663156,31481
p,2,503192804,31186
p,2,503885209,30352
p,2,504434097,29333
p,2,504995728,29204
p,2,505544838,29093
p,2,506276840,30259
p,2,506804248,29500
p,2,507487395,30185
p,2,508032043,29667
p,2,508599728,29649
p,2,509111710,29315
p,2,509833931,30241
p,2,510359523,29537
p,2,511033468,29797
p,2,511593818,33037
p,2,512150595,33741
p,2,512721113,31649
p,2,513380852,29852
p,2,513951429,32055
p,2,514642409,33037
p,2,515213837,30074
p,2,515759558,32315
p,2,516286279,35482
p,2,517034169,30870
p,2,517568225,29889
p,2,518296781,29926
p,2,518814319,31648
p,2,519399521,31278
p,2,519943113,30278
p,2,520674355,30333
p,2,521230318,29574
p,2,522121892,31889
p,2,522653541,29204
p,2,523235282,33037
p,2,523768783,29018
p,2,524517503,30519
p,2,525074208,29556
p,2,525768857,30444
p,2,526273579,34148
p,2,526826765,30092
p,2,527404209,29463
p,2,528105782,33296
p,2,528700485,28981
p,2,529356890,32445
p,2,529943704,35074
p,2,530529092,29408
p,2,531066351,29222
p,2,531780776,30037
p,2,532334109,29537
p,2,533036572,30981
p,2,533585257,31685
p,2,534116517,29296
p,2,534724386,29148
p,2,535476089,30037
p,2,536022718,30130
p,2,536714459,38740
p,2,537253737,32723
p,2,537850402,30185
p,2,538381437,30982
p,2,539132141,32408
p,2,539696564,35426
p,2,540391304,29704
p,2,540928619,29111
p,2,541492881,29185
p,2,542034418,29222
p,2,542750750,29852
p,2,543426362,29888
p,2,544000770,29166
p,2,544529880,29185
p,2,545104435,29371
p,2,545639695,31889
p,2,546360564,29889
p,2,546973640,35629
p,2,547726582,34519
p,2,548258193,32760
p,2,548870322,32445
p,2,549439601,31482
p,2,550178305,88851
p,2,550672805,48111
p,2,551421139,37685
p,2,552049990,31056
p,2,552625361,32426
p,2,553270231,32834
p,2,554015547,33685
p,2,554811881,32148
p,2,555396807,30870
p,2,556003675,31833
p,2,556547212,30834
p,2,557174545,32259
p,2,557938676,33648
p,2,558730195,31963
p,2,559287029,33074
p,2,559385992,31037
p,2,560258382,35463
p,2,560996548,31167
p,2,561483436,35611
p,2,562486140,31056
p,2,563034399,29760
p,2,563604975,29167
p,2,564153954,30259
p,2,564949416,30408
p,2,565531489,31685
p,2,566175951,31796
p,2,566863783,34445
p,2,567456599,29240
p,2,568002117,32278
p,2,568822857,31075
p,2,569414950,29778
p,2,570117416,35240
p,2,570713360,33333
p,2,571276027,33851
p,2,571891102,38704
p,2,572671027,31630
p,2,573278046,30778
p,2,574034490,31463
p,2,574620580,29667
p,2,575159748,31388
p,2,575745747,33629
p,2,576530005,31500
p,2,577076819,29889
p,2,577810059,34871
p,2,578361706,31148
p,2,578944225,30260
p,2,579480708,30426
p,2,580261335,30944
p,2,580808354,29815
p,2,581560633,31740
p,2,582136667,56056
p,2,582776555,29111
p,2,583314037,29482
p,2,584087296,31092
p,2,584650424,31223
p,2,585403796,31333
p,2,585934719,30260
p,2,586511978,30481
p,2,587043849,30407
p,2,587820515,30778
p,2,588351088,30815
p,2,589136552,30445
p,2,589681218,31038
p,2,590272514,29648
p,2,590854012,69907
p,2,591625678,31944
p,2,592259437,30037
p,2,592934734,44537
p,2,593594863,34129
p,2,594086772,32074
p,2,594802699,31685
p,2,595664756,32407
p,2,596261532,30037
p,2,596985495,32351
p,2,597573087,30741
p,2,598113472,32834
p,2,598696027,33222
p,2,599409693,34704
p,2,600003841,33481
p,2,600655065,34241
p,2,601228102,34444
p,2,601776379,33092
p,2,602360657,32852
p,2,603026878,35389
p,2,603633638,34352
p,2,604307342,35018
p,2,604883470,33389
p,2,605423915,34686
p,2,605966728,35018
p,2,606707729,34463
p,2,607264617,33796
p,2,607964837,35148
p,2,608504299,34870
p,2,609078021,33907
p,2,609619113,38334
p,2,610359280,34685
p,2,610879465,33241
p,2,611598116,34277
p,2,612122116,33611
p,2,612699930,35722
p,2,613288726,32000
p,2,614007059,34241
p,2,614636133,35722
p,2,615277485,34333
p,2,615852613,37704
p,2,616389168,33352
p,2,616973076,29833
p,2,617646243,36389
p,2,618377558,34648
p,2,618914742,32944
p,2,619491650,33148
p,2,620031650,32500
p,2,620613944,30000
p,2,621282294,34204
p,2,621872071,29814
p,2,622520680,37537
p,2,623102088,33797
p,2,623652847,30074
p,2,624230438,30500
p,2,624976549,35741
p,2,625669181,34740
p,2,626202033,31500
p,2,626772905,29926
p,2,627302090,29852
p,2,627905850,29685
p,2,628603571,35852
p,2,629312869,36759
p,2,629848555,31963
p,2,630419091,30704
p,2,630961981,29852
p,2,631539257,30704
p,2,632203219,33611
p,2,632927739,35166
p,2,633477405,43925
p,2,634051001,30462
p,2,634624611,30056
p,2,635303907,36870
p,2,635891001,32500
p,2,636567888,31482
p,2,637108314,41112
p,2,637685721,29797
p,2,638260629,29740
p,2,638936831,30518
p,2,639528813,30185
p,2,640069015,26593
p,2,640760957,30889
p,2,641305216,30963
p,2,641878181,26537
p,2,642545551,30815
p,2,643129013,29963
p,2,643845125,34555
p,2,644422791,26741
p,2,644923867,51111
p,2,645522885,26667
p,2,646264384,35389
p,2,646808793,27111
p,2,647491330,30481
p,2,648069461,26704
p,2,648790257,34426
p,2,649331701,26389
p,2,650057682,31445
p,2,650594091,26685
p,2,651321295,27629
p,2,651860533,27241
p,2,652498423,35888
p,2,653109461,35981
p,2,653922630,32537
p,2,654543519,38722
p,2,655292462,41481
p,2,655897666,36148
p,2,656498815,33388
p,2,657100630,36389
p,2,657852038,36889
p,2,658472872,36481
p,2,659200280,36222
p,2,659809704,32407
p,2,660460222,36814
p,2,661097427,36185
p,2,661459502,38000
p,2,662303633,31260
p,2,663069818,33760
p,2,663671374,49241
p,2,664251429,35203
p,2,664856040,51185
p,2,665716687,33778
p,2,666365574,36648
p,2,667146313,40963
p,2,667655204,31574
p,2,668221387,42204
p,2,668825812,31407
p,2,669543404,31277
p,2,670130144,30889
p,2,670836460,31444
p,2,671450163,35685
p,2,672029493,36130
p,2,672628588,48611
p,2,673385604,31760
p,2,674014511,26778
p,2,674741437,37704
p,2,675334882,30556
p,2,675865511,30519
p,2,676549252,34630
p,2,677486789,33815
p,2,678142474,37111
p,2,678952272,37222
p,2,679486864,35222
p,2,680083642,26889
p,2,680664717,38425
p,2,681451550,36407
p,2,682011939,34056
p,2,682777791,32815
p,2,683314070,35000
p,2,683905756,35315
p,2,684450367,30630
p,2,685232181,36667
p,2,685831274,35556
p,2,686592720,35482
p,2,687139719,34815
p,2,687724034,26926
p,2,688260960,26296
p,2,689021145,33074
p,2,689659404,23759
p,2,690358239,37148
p,2,690875184,84723
p,2,691505406,23649
p,2,692080109,23334
p,2,692804722,33222
p,2,693500428,27630
p,2,694097908,27519
p,2,694643797,26926
p,2,695244111,34186
p,2,695789556,28537
p,2,696566796,33111
p,2,697170461,27704
p,2,697910646,28963
p,2,698450239,27537
p,2,699037629,24074
p,2,699615222,36518
p,2,700442983,35129
p,2,701284984,38648
p,2,701876835,32074
p,2,702470223,31296
p,2,703018502,32834
p,2,703609297,28333
p,2,704339929,24981
p,2,705053374,24389
p,2,705590429,20593
p,2,706165336,20389
p,2,706666744,77239
p,2,707285279,24185
p,2,707990297,23871
p,2,708646574,24352
p,2,709220723,23778
p,2,709772872,20648
p,2,710336169,20130
p,2,710998393,20834
p,2,711575264,20426
p,2,712238690,20926
p,2,712814207,20334
p,2,713334061,20296
p,2,713905803,20203
p,2,714578155,21222
p,2,715170505,23351
p,2,715711876,20389
p,2,716406578,25371
p,2,716993430,20333
p,2,717562077,19963
p,2,718289615,20760
p,2,718877301,17093
p,2,719561264,20704
p,2,720132673,17352
p,2,720662487,20000
p,2,721234673,20055
p,2,721906394,21056
p,2,722486745,17019
p,2,723158635,20908
p,2,723739061,17000
p,2,724242986,99333
p,2,724858577,17056
p,2,725565132,21648
p,2,726121336,20111
p,2,726805191,20704
p,2,727345319,16889
p,2,727914633,17000
p,2,728449337,17259
p,2,729170002,21055
p,2,729738541,17167
p,2,730446413,20797
p,2,730977433,20333
p,2,731552231,17037
p,2,732081843,17148
p,2,732794363,20926
p,2,733396399,17037
p,2,734109252,20963
p,2,734643677,17463
p,2,735226529,16981
p,2,735762809,17166
p,2,736521070,21333
p,2,737078904,17241
p,2,737772720,17704
p,2,738276554,90963
p,2,738893054,17037
p,2,739396202,66351
p,2,740145014,18000
p,2,740697716,17315
p,2,741379847,21148
p,2,741920347,17055
p,2,742501810,14111
p,2,743012290,43240
p,2,743741939,18352
p,2,744335680,20333
p,2,744983938,17537
p,2,745554698,13851
p,2,746092995,13907
p,2,746667791,13907
p,2,747342477,18111
p,2,747874420,90538
p,2,748585939,17722
p,2,749091402,98612
p,2,749697477,14167
p,2,750281847,13981
p,2,750947901,21407
p,2,751536437,14093
p,2,752218456,18574
p,2,752731604,88316
p,2,753350456,13944
p,2,753857365,43685
p,2,754590807,21093
p,2,755200825,20871
p,2,755887494,17944
p,2,756454919,14074
p,2,757029733,14074
p,2,757592790,17037
p,2,758326790,33241
p,2,758981308,30537
p,2,759727623,26259
p,2,760316048,25833
p,2,760927771,25686
p,2,761504013,25500
p,2,762343180,35000
p,2,763146402,18056
p,2,763717605,21797
p,2,764357475,21796
p,2,764949380,34889
p,2,765510770,61573
p,2,766651604,30185
p,2,767464882,22981
p,2,768025586,29444
p,2,768631603,17852
p,2,769219363,26019
p,2,769843398,30389
p,2,770600509,30074
p,2,771213176,25204
p,2,771947623,27166
p,2,772556455,21852
p,2,773137415,25037
p,2,773793730,26129
p,2,774556194,25926
p,2,775300363,17945
p,2,775829364,13612
p,2,776421495,21593
p,2,776975738,21574
p,2,777583665,21852
p,2,778485682,26333
p,2,779224553,18167
p,2,779809163,21759
p,2,780349996,17407
p,2,780900422,42241
p,2,781529125,23815
p,2,782461793,38741
p,2,783302217,32519
p,2,783994365,26462
p,2,784569365,21352
p,2,785185217,14519
p,2,785911515,22518
p,2,786509645,25592
p,2,787262627,18148
p,2,787776053,91037
p,2,788446261,17944
p,2,789022075,22463
p,2,789809908,18167
p,2,790338186,13722
p,2,790930299,25648
p,2,791695409,21963
p,2,792295149,13889
p,2,792838502,14333
p,2,793626445,19296
p,2,794181519,13759
p,2,794957222,18834
p,2,795494167,14351
p,2,796044521,22074
p,2,796533190,65370
