main thread [3031]
deadline thread started [3045]
deadline thread started [3046]
deadline thread started [3047]
deadline thread started [3048]
p,3,426801017,62167
p,3,433740591,125852
p,3,441370704,47240
p,3,448910557,50129
p,3,456503040,45407
p,3,521951057,44482
p,3,522053853,37445
p,3,529543854,44259
p,3,537058890,44463
p,3,544508703,42426
p,3,546609204,43241
p,3,549033539,41055
p,3,550526798,40796
p,3,551960888,41815
p,3,554632113,42740
p,3,556062851,40685
p,3,557699278,43574
p,3,560120405,41371
p,3,561590146,41019
p,3,564086331,40871
p,3,565703536,43278
p,3,567353610,41445
p,3,569760131,41945
p,3,571237596,41259
p,3,572654429,41056
p,3,575136504,44093
p,3,576796099,42870
p,3,579416838,41852
p,3,580928284,41314
p,3,582428823,43370
p,3,584894880,43611
p,3,586456325,48056
p,3,588176768,50667
p,3,590862750,41038
p,3,592316289,40741
p,3,594811510,40704
p,3,596212511,38834
p,3,597676420,39185
p,3,600275699,40555
p,3,601860255,39926
p,3,603290571,38426
p,3,605756071,39222
p,3,607186255,38611
p,3,608660662,38741
p,3,611251551,39370
p,3,612733569,39019
p,3,615276644,39648
p,3,616743829,38593
p,3,618183794,38537
p,3,620718923,39222
p,3,622290739,40277
p,3,623916886,42814
p,3,626337125,38759
p,3,627807328,39463
p,3,629241678,39426
p,3,631834606,39074
p,3,633341013,39259
p,3,634939494,40037
p,3,637358216,38870
p,3,638860715,39111
p,3,641278010,38814
p,3,642915787,39426
p,3,644358748,38778
p,3,646961267,39778
p,3,648377361,110834
p,3,649854529,40352
p,3,652350565,39074
p,3,653902619,41111
p,3,655391342,38722
p,3,657962973,39611
p,3,659429102,41204
p,3,661853544,39222
p,3,663331211,38759
p,3,664919395,39074
p,3,667438413,41482
p,3,669131192,40278
p,3,670581043,38760
p,3,673105414,38481
p,3,674533041,38704
p,3,676167060,40500
p,3,678617338,39185
p,3,680242263,40037
p,3,681684041,39056
p,3,684156246,39222
p,3,685590913,39018
p,3,687241452,44815
p,3,689839212,39907
p,3,691442659,40870
p,3,693912806,38426
p,3,695424325,42982
p,3,696835122,38888
p,3,699473696,39500
p,3,700918455,39000
p,3,702526586,39815
p,3,704950272,39092
o,3,705439714,60759
p,3,706454141,39315
o,3,706843011,48537
p,3,707897362,39056
o,3,708512676,48722
p,3,709550916,39018
o,3,710016137,38741
p,3,710174062,43870
o,3,710771801,39519
p,3,710998284,38296
o,3,711390192,38630
p,3,712432543,38611
o,3,712869709,38797
p,3,713092820,38223
o,3,713509952,38148
p,3,714561896,38593
o,3,715159119,39537
p,3,715385379,37908
o,3,715798693,140834
p,3,716865658,42092
o,3,717439751,39370
p,3,717665620,38408
o,3,718124009,38408
p,3,719101621,38815
o,3,719540473,38592
p,3,719764881,38277
o,3,720205105,49314
p,3,721219733,133259
o,3,721855788,39611
p,3,722082343,38408
o,3,722571566,38611
p,3,723580973,116999
o,3,724163620,39611
p,3,724390065,38592
o,3,724817638,38870
p,3,725069841,39963
o,3,725434656,38593
p,3,726480453,38981
o,3,726913433,42038
p,3,727141970,37963
o,3,727673098,48204
p,3,728714765,38685
o,3,729151358,38648
p,3,729384840,38240
o,3,729894248,48852
p,3,730937766,39259
o,3,731366117,38518
p,3,731594820,38037
o,3,731988283,111814
p,3,733035894,39074
o,3,733474118,38926
p,3,733699507,38074
o,3,734311950,47815
p,3,735317450,41741
o,3,735760506,38704
p,3,736023007,37981
o,3,736566487,49018
p,3,736796209,39111
o,3,737231543,38649
p,3,737454747,38074
o,3,737892135,38537
p,3,738962136,39074
o,3,739356581,51426
p,3,740410081,39796
o,3,741059694,41777
p,3,741326878,38778
o,3,741712157,56148
p,3,742800120,41148
o,3,743370915,43463
p,3,743604990,38759
o,3,744050563,50889
p,3,745099212,40056
o,3,745502843,44518
p,3,745769806,39481
o,3,746229546,53500
p,3,747310546,40630
o,3,747940584,43703
p,3,748179658,39481
o,3,748628528,52741
p,3,749679362,40704
o,3,750204733,43722
p,3,750455715,40167
o,3,750890640,126518
p,3,751938122,42111
o,3,752424992,42963
p,3,752670176,39982
o,3,753097603,52593
p,3,753390696,41166
o,3,754052565,107796
p,3,754464119,45945
o,3,754943713,51000
p,3,756154602,41148
o,3,756645397,65203
p,3,757636009,42814
o,3,758097176,40593
p,3,758365213,49814
o,3,758814990,51740
p,3,759870342,41240
o,3,760324766,40149
p,3,760555729,40019
o,3,761187562,53612
p,3,762252322,40685
o,3,762769767,53722
p,3,763329933,128482
o,3,763812175,55018
p,3,764860564,45333
o,3,765325656,42444
p,3,765583804,40796
o,3,765964360,51093
p,3,767013083,39500
o,3,767461119,39926
p,3,767688582,38759
o,3,768271063,50408
p,3,769330785,39537
o,3,769790008,42407
p,3,770188489,40445
o,3,770603285,53278
p,3,771669600,41796
o,3,772156007,46630
p,3,772340395,45000
o,3,772800838,51630
p,3,773853338,40148
o,3,774297689,40834
p,3,774488245,116630
o,3,775134377,42352
p,3,775391062,44055
o,3,775899434,51648
p,3,777070138,47519
o,3,777529027,41148
p,3,777760621,39111
o,3,778199324,50296
p,3,779284046,44907
o,3,779696545,45186
p,3,779966175,44037
o,3,780475248,140760
p,3,781544395,44093
o,3,782302357,51463
p,3,782591449,44074
o,3,783054986,52629
p,3,784154413,40593
o,3,784691284,42704
p,3,784930304,39741
o,3,785333658,50445
p,3,785774696,40463
o,3,786230899,41556
p,3,786464788,38852
o,3,786878696,50167
p,3,788093512,41000
o,3,788661012,52203
p,3,789716975,41574
o,3,789810845,42778
p,3,789904642,41093
o,3,790957346,53815
