main thread [6357]
deadline thread started [6370]
0,18537
0,15296
0,15815
0,13815
0,13648
0,15037
0,17981
0,14000
0,13944
0,13037
0,16908
0,13944
0,13408
0,15593
0,14203
0,14574
0,13870
0,14222
0,15481
0,28796
0,14407
0,14037
0,14241
0,21111
0,14093
0,13000
0,15704
0,13518
0,14963
0,13241
0,13167
0,14111
0,19074
0,14259
0,13722
0,13482
0,26352
0,20889
0,16463
0,21314
0,17055
0,19685
0,18093
0,28259
0,16389
0,28167
0,16259
0,24130
0,18204
0,25278
0,18925
0,17852
0,121130
0,17204
0,16444
0,17259
0,16130
0,18574
0,27556
0,15315
0,16482
0,16481
0,29482
0,18055
0,16370
0,16944
0,21407
0,65334
0,16425
0,16333
0,15074
0,17519
0,16166
0,20389
0,14444
0,18555
0,13629
0,21000
0,17000
0,15074
0,14574
0,14685
0,18130
0,13926
0,27074
0,14963
0,17722
0,18260
0,21722
0,13166
0,13500
0,14629
0,13556
0,14130
0,17981
0,17352
0,14074
0,16555
0,18018
0,13630
0,20259
0,13334
0,14296
0,19129
0,17648
0,13408
0,13555
0,22592
0,19778
0,26444
0,27666
0,20834
0,22500
0,21203
0,25500
0,20315
0,26574
0,20222
0,26334
0,22000
0,18852
0,13630
0,14574
0,26797
0,16129
0,16481
0,29241
0,23500
0,21037
0,23537
0,17204
0,16444
0,16704
0,17000
0,16074
0,16796
0,27759
0,17297
0,19333
0,18722
0,25889
0,19740
0,28426
0,18445
0,16333
0,15907
0,16537
0,15223
0,16481
0,26704
0,17222
0,15611
0,19870
0,23370
0,17019
0,13148
0,15537
0,13389
0,14408
0,13555
0,13723
0,15185
0,16000
0,16482
0,14314
0,14074
0,13482
0,13778
0,17944
0,13148
0,13093
0,14278
0,13000
0,13371
0,13815
0,18981
0,14000
0,13278
0,13111
0,13407
0,13111
0,16018
0,61056
0,14481
0,13611
0,13518
0,13889
0,13667
0,23796
0,15389
0,13463
0,13833
0,14889
0,14612
0,13222
0,14148
0,13685
0,14389
0,13593
0,13815
0,13425
0,14574
0,14148
0,13945
0,12852
0,13519
0,20351
0,16093
0,26111
0,48389
0,25333
0,24445
0,50519
0,25019
0,33389
0,22407
0,22889
0,32000
0,31445
0,31667
0,16518
0,15574
0,15648
0,23666
0,29408
0,15370
0,16537
0,25111
0,17296
0,17963
0,16833
0,16000
0,26945
0,24981
0,16370
0,16685
0,16889
0,89815
0,17537
0,15815
0,15833
0,15926
0,14000
0,13445
0,13444
0,16741
0,13408
0,14389
0,13444
0,53332
0,14629
0,13870
0,13167
0,13148
0,14203
0,12963
0,13204
0,52370
0,18740
0,12907
0,14111
0,12982
0,14111
0,14167
0,14797
0,52501
0,13296
0,14555
0,13741
0,13333
0,14592
0,15926
0,14000
0,13389
0,13574
0,14463
0,13796
0,13574
0,13463
0,16982
0,14982
0,14037
0,13426
0,13871
0,18944
0,14611
0,59759
0,13555
0,14074
0,15352
0,13944
0,15926
0,16093
0,15574
0,18352
0,18833
0,17019
0,34852
0,30630
0,17296
0,16407
0,17167
0,18129
0,15148
0,16556
0,21796
0,28075
0,19741
0,17018
0,16593
0,26593
0,26759
0,17259
0,16278
0,16741
0,17852
0,15389
0,15611
0,19371
0,36482
0,20037
0,16240
0,15130
0,22389
0,13574
0,14148
0,13722
0,14500
0,14574
0,14426
0,13500
0,13796
0,20926
0,14241
0,12704
0,13760
0,18667
0,21519
0,14278
0,14074
0,14611
0,13463
0,14592
0,13315
0,13537
0,17667
0,13278
0,12945
0,13889
0,19297
0,13148
0,13648
0,13222
0,13778
0,13277
0,13667
0,13000
0,14148
0,22259
0,14426
0,13685
0,14129
0,16740
0,19111
0,14426
0,13963
0,14444
0,13259
0,14611
0,13296
0,13741
0,15704
0,13074
0,16796
0,15704
0,27167
0,27056
0,18593
0,17296
0,38926
0,16796
0,16482
0,16000
0,60889
0,22703
0,16889
0,18093
0,20259
0,71352
0,32796
0,17963
0,16574
0,16815
0,17593
0,16074
0,16463
0,23630
0,24389
0,25574
0,23074
0,27722
0,34945
0,23963
0,23371
0,23296
0,26056
0,25167
0,22537
0,21889
0,22315
0,18500
0,13630
0,13426
0,14055
0,21796
0,13926
0,63037
0,14333
0,14537
0,14537
0,14222
0,14722
0,24204
0,18777
0,13482
0,18370
0,13833
0,18888
0,14796
0,14833
0,13204
0,13408
0,12907
0,13259
0,13408
0,15555
0,19074
0,13926
0,14204
0,14240
0,19018
0,13444
0,15981
0,14741
0,19333
0,14019
0,14667
0,19259
0,18593
0,18555
0,13315
0,13926
0,14389
0,18667
0,18371
0,14555
0,17963
0,14074
0,13722
0,14408
0,16444
0,16667
0,25463
0,18908
0,17370
0,16963
0,28463
0,29093
0,17055
0,16130
0,16759
0,16463
0,15981
0,16815
0,24093
0,24018
0,17148
0,22814
0,18407
0,29834
0,19463
0,18111
0,16963
0,16426
0,16389
0,15130
0,16722
0,16871
0,25538
0,18592
0,17426
0,17037
0,28537
0,16814
0,14722
0,13445
0,15555
0,22203
0,22575
0,23167
0,21814
0,27945
0,24296
0,21778
0,21667
0,24297
0,21963
0,23111
0,22778
0,22981
0,13926
0,13574
0,13055
0,13963
0,21537
0,14092
0,14908
0,13592
0,67148
0,13945
0,13982
0,13722
0,13741
0,13778
0,14130
0,13408
0,13556
0,16056
0,14111
0,14463
0,15018
0,13889
0,15241
0,14519
0,12908
0,16463
0,13352
0,14259
0,13593
0,14944
0,16166
0,13519
0,13425
0,13444
0,13074
0,13315
0,13704
0,16926
0,16093
0,18926
0,16204
0,17000
0,35796
0,28574
0,20185
0,17537
0,18111
0,15685
0,19278
0,15833
0,17278
0,19185
0,17148
0,15537
0,16852
0,17463
0,25445
0,18204
0,18204
0,17111
0,16296
0,17296
0,16407
0,16463
0,16315
0,16037
0,17574
0,17704
0,16685
0,22555
0,14852
0,13907
0,14223
0,14111
0,19315
0,14222
0,14407
0,14407
0,13629
0,16574
0,13519
0,15018
0,19463
0,14315
0,14204
0,13278
0,17426
0,13648
0,22055
0,20963
0,28556
0,22185
0,20852
0,20945
0,19982
0,21815
0,21222
0,19889
0,22148
0,24556
0,14944
0,20037
0,14093
0,13870
0,14463
0,20759
0,13278
0,14056
0,17833
0,13204
0,13741
0,17500
0,18426
0,14611
0,18481
0,13537
0,17500
0,13148
0,15481
0,13611
0,15204
0,16315
0,14611
0,18037
0,16703
0,16741
0,18296
0,17778
0,19092
0,16334
0,16704
0,18629
0,17944
0,17630
0,27260
0,18019
0,16481
0,17315
0,17593
0,66519
0,16704
0,16203
0,16815
0,60982
0,18111
0,16129
0,18445
0,26870
0,18666
0,16592
0,15759
0,17814
0,19815
0,17074
0,15704
0,14186
0,17537
0,19092
0,14408
0,18815
0,18907
0,18759
0,17777
0,18278
0,14167
0,17667
0,14833
0,13722
0,14186
